run_id,data_type,component,duration_sec,epoch,detail
20260604T042735Z,dense,io_load_train_val_test_csv,2.50547,,rows train=719198 val=49999 test=49999
20260604T042735Z,dense,data_concat_and_id_mappings,0.108054,,n_users=49999 n_items=196152
20260604T042735Z,dense,data_build_item_title_texts,7.774661,,n_asin_texts=196152
20260604T042735Z,dense,data_user_histories_and_train_val_examples,11.370043,,n_train_examples=49999 n_val_examples=49999
20260604T042735Z,dense,hf_tokenizer_from_pretrained,0.289007,,distilgpt2
20260604T042735Z,dense,hf_lm_from_pretrained_and_wrap_gpt4rec_generation_model,2.956348,,distilgpt2
20260604T042735Z,dense,device_resolve_and_model_to_device,0.198988,,mps
20260604T042735Z,dense,bm25_index_build_and_ranker_init,0.343162,,n_indexed_items=196152
20260604T042735Z,dense,prompting_build_history_prompts_train_texts,0.096523,,n_val_prompts=49999 n_train_texts=49999
20260604T042735Z,dense,in_train_eval_metrics_init_and_val_subsample,0.000594,,val_cap=512 sampled_val_users=512
20260604T042735Z,dense,lm_tokenize_encode_and_build_dataloader,8.287585,,max_len=50 batch_size=128 n_train_texts=49999
20260604T042735Z,dense,lm_epoch_optimizer_forward_backward,478.474721,1,n_batches=391
20260604T042735Z,dense,eval_run_setup_params,0.001375,,in_train_val_epoch_1; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_batch_prompt_tokenize,0.275956,,in_train_val_epoch_1; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_lm_beam_generate,27.595911,,in_train_val_epoch_1; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_decode_queries_bm25_aggregate_rank,378.967848,,in_train_val_epoch_1; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_with_bm25_total,406.84109,,in_train_val_epoch_1; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,in_train_write_train_curves_and_plots,0.707735,1,eval_metrics append + png refresh
20260604T042735Z,dense,lm_epoch_on_epoch_end_callback,407.693751,1,includes in-training eval + write_train_curves when scheduled
20260604T042735Z,dense,lm_epoch_optimizer_forward_backward,938.62009,2,n_batches=391
20260604T042735Z,dense,eval_run_setup_params,0.002077,,in_train_val_epoch_2; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_batch_prompt_tokenize,0.233514,,in_train_val_epoch_2; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_lm_beam_generate,31.050835,,in_train_val_epoch_2; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_decode_queries_bm25_aggregate_rank,374.386663,,in_train_val_epoch_2; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_with_bm25_total,405.673088,,in_train_val_epoch_2; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,in_train_write_train_curves_and_plots,0.472803,2,eval_metrics append + png refresh
20260604T042735Z,dense,lm_epoch_on_epoch_end_callback,406.285566,2,includes in-training eval + write_train_curves when scheduled
20260604T042735Z,dense,lm_epoch_optimizer_forward_backward,580.955995,3,n_batches=391
20260604T042735Z,dense,lm_epoch_on_epoch_end_callback,0.000755,3,includes in-training eval + write_train_curves when scheduled
20260604T042735Z,dense,lm_epoch_optimizer_forward_backward,1137.048122,4,n_batches=391
20260604T042735Z,dense,eval_run_setup_params,0.001632,,in_train_val_epoch_4; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_batch_prompt_tokenize,0.261269,,in_train_val_epoch_4; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_lm_beam_generate,29.786915,,in_train_val_epoch_4; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_decode_queries_bm25_aggregate_rank,354.045563,,in_train_val_epoch_4; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,eval_with_bm25_total,384.095379,,in_train_val_epoch_4; n_users=512 infer_bs=8 num_beams=2 num_queries=2 search_top_k=50 k1=1.2 b=0.75 top_summaries=15
20260604T042735Z,dense,in_train_write_train_curves_and_plots,0.518405,4,eval_metrics append + png refresh
20260604T042735Z,dense,lm_epoch_on_epoch_end_callback,384.783764,4,includes in-training eval + write_train_curves when scheduled
20260604T042735Z,dense,lm_epoch_optimizer_forward_backward,1685.333317,5,n_batches=391
20260604T042735Z,dense,lm_epoch_on_epoch_end_callback,0.000378,5,includes in-training eval + write_train_curves when scheduled
